title,description
"5분 차이로 엇갈린 손흥민·황희찬 맞대결...토트넘, 울버햄튼에 1-0 승",국내 팬들이 기다렸던 손흥민과 황희찬의 맞대결은 5분 차이로 무산됐다.지난 20일(한국 시간) 영국 런던... 이번 경기는 토트넘 손흥민과 울버햄튼 황희찬의 시즌 첫 맞대결이 예고돼 국내 팬들의 관심을 모았다.하지만... 
"[공식발표] 첼시, 손흥민 향한 인종 차별 팬에 영구 출입 금지 조치","첼시와 토트넘 맞대결에서 손흥민에게 인종차별적 제스쳐를 취한 팬에 대한 징계가 확정됐다. 징계 결과는... 지난 토트넘과 첼시의 맞대결 중 손흥민이 경기 후반 코너킥을 차러 가던 중, 일부 몰상식한 팬들로부터 인종... "
"""손흥민 겨냥했던 인종차별 행위에 무관용 대응""",최근 토트넘과 첼시와의 잉글랜드 프리미어리그 2라운드 당시 손흥민에게 인종차별적 제스처를 자행했던... 앞서 현지시간 15일 열렸던 경기 후반 손흥민이 코너킥을 위해 이동했을 당시 일부 팬이 동양인을 비하하는... 
"손흥민, 주장 골키퍼 요리스와 경기 중 언쟁…2020년에도 한 차례 충돌","잉글랜드 프로축구 프리미어리그 토트넘에서 뛰는 손흥민(30)이 팀의 주장이자 주전 골키퍼인 위고 요리스(36·프랑스)와 경기 도중 언쟁을 벌였다. 영국 축구 전문 매체 풋볼 런던은 21일 ""손흥민과 요리스가 전날 열린... "
"손흥민, 발롱도르 후보 30명에 포함…2019년 이후 두 번째",활약하는 손흥민(30)이 세계적인 권위의 축구 시상인 발롱도르 후보 30명에 선정됐다. 발롱도르를... 2021-2022시즌 프리미어리그에서 23골을 넣어 아시아 국적 선수 최초로 득점왕에 오른 손흥민은 2019년에 이어 개인... 
[GOAL 라인업] '손흥민 선발' 토트넘 vs '황희찬 벤치' 울버햄튼 선발 공개,"손흥민(30)은 선발로 나서지만, 황희찬(26)은 벤치에서 출발한다. 국내 축구 팬들이 기대를 모았던 '코리안... 손흥민을 필두로 해리 케인과 데얀 쿨루셉스키, 이반 페리시치, 피에르에밀 호이비에르 로드리고... "
손흥민에 눈 찢는 동작 취한 그 남자…첼시 “무관용 강경 대응” 천명,잉글랜드 프로축구 프리미어리그 강호 첼시가 상대팀 토트넘의 간판 공격수 손흥민에 대해 인종차별적... 토트넘의 손흥민을 향해 인종차별적 제스쳐를 한 사실이 드러나 논란이 됐다. 당시 영상을 보면 상의를 탈의한... 
"첼시, 손흥민 향한 인종차별 조사 착수",손흥민(토트넘)에게 인종차별을 한 행위에 대해 첼시가 조사를 개시했다. 스포츠 전문 매체 '디 애슬래틱'은 18일(한국시간) 첼시가 손흥민을 향한 인종차별 사건에 대한 조사를 개시했다고 보도했다. 첼시와 토트넘은... 
"‘75분 소화+시즌 첫 골 무산+골대 강타’ 손흥민, 울버햄튼 평점 6.5",손흥민이 평점에서도 아쉬움을 삼켰다. 토트넘 홋스퍼는 20일 오후 8시 30분(한국시간) 영국 런던에 위치한... 손흥민의 움직임은 빛을 보지 못했다. 울버햄튼의 압박 수비에 이렇다 할 찬스를 잡지 못하면서 아쉬움을... 
"손흥민 인종차별에 첼시 성명 ""모든 차별 혐오…무관용 대응할 것""",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민(30)을 겨냥해 '눈을 찢는' 인종차별적... 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 보도했다. 실제로 경기... 
"'골대 불운' 손흥민, 울버햄튼전 평점 저조…교체 출전 황희찬 최하 평점",손흥민(30·토트넘)이 골대 불운을 겪으며 공격포인트를 올리지 못하고 저조한 평점을 받았다. 교체 출전해... 이날 경기는 손흥민과 황희찬의 '코리안 더비'로 관심이 높았다. 하지만 손흥민이 선발 출전했다가 후반 31분... 
"엇갈린 코리안더비, 또 침묵한 손흥민-경쟁 놓인 황희찬",토트넘 1-0 울버햄튼 ▲  손흥민 ⓒ AFP/연합뉴스 한국축구를 대표하는 두 프리미어리거 손흥민과 황희찬의 맞대결이 아쉽게 불발됐다. 8월 20일(한국시간) 영국 런던에 위치한 토트넘 홋스퍼 스타디움에서 열린 2022/23시즌... 
"'손흥민 동료' 은돔벨레, 나폴리서 김민재와 한솥밥",토트넘에서 손흥민과 함께 뛰었던 은돔벨레는 나폴리에선 김민재와 한솥밥을 먹게 됐다. 한편 나폴리는 오는 21일 AC몬차와 2022~2023시즌 세리에A 첫 홈 경기를 치른다.
"첼시 ""손흥민에 인종차별한 팬, 강력한 처벌 받을 것""",잉글랜드 프리미어리그(EPL) 첼시가 손흥민(토트넘 홋스퍼)에게 인종차별적 행위를 한 팬에 대해 강력한... 당시 손흥민이 코너킥을 차기 위해 첼시 팬들 앞으로 이동할 때 일부 첼시 팬이 눈을 찢는 등 인종차별 행위를 해... 
"서경덕 ""손흥민 향한 인종차별→아시아인 전체 모독""...첼시 조사 착수","서경덕 성신여대 교수가 잉글랜드 프리미어 리그(EPL) 토트넘 홋스퍼에서 뛰고 있는 손흥민 선수를 향한 인종차별 행위에 대해 EPL 전 구단에 강력한 처벌을 요청하는 항의 메일을 보냈다고 19일 밝혔다. 서경덕, ""손흥민... "
"프리미어리그 손흥민·황희찬, 오늘 맞대결","잉글랜드 프로축구 프리미어리그(EPL)에서 뛰는 손흥민(토트넘), 황희찬(울버햄프턴) 두 선수가 올 시즌... 앞서 1·2라운드에서 모두 선발로 출전한 손흥민과 황희찬은 20일 경기에서도 선발 출장할 가능성이 크다.... "
"[공식발표] 첼시, 손흥민이 당했던 저열한 인종차별에 철퇴 ""영구 퇴출""",바로 손흥민을 향한 인종차별 행위였다. 경기 후반 손흥민(30)이 코너킥을 처리하러 측면으로 이동했을 때 일부 첼시 팬들의 야유가 있었다. 그 중 극소수 팬들은 눈을 찢는 행위를 하며 인종차별을 했다. 이는 동양인의... 
"월드컵 100일도 안 남았는데… 손흥민, 언제 골 침묵 깰까","대표팀의 손흥민을 따로 떼어 놓고 보기는 어렵다. 소속팀 토트넘 홋스퍼에서 경기력이 좋으면 대표팀에도 좋은 영향을 미치고, 반대의 경우도 마찬가지여서다. 월드컵이 100일도 채 안 남은 가운데, 시즌 개막 후 손흥민... "
"토트넘 손흥민, 울버햄턴전 공격 선봉",= 20일 오후 (한국시각) 영국 런던 토트넘 훗스퍼 스타디움에서 열린 ‘2022-23 잉글랜드 프리미어리그(EPL)’ 3라운드 토트넘과 울버햄트 경기에서 토트넘 손흥민이 드리블을 하고 있다. ⓒ 로이터=뉴스1
"""손흥민 인종차별, 亞 전체 모독""…서경덕 교수, EPL 전 구단에 항의",손흥민(30·토트넘)이 잉글랜드 프리미어리그(EPL) 경기 중 또다시 인종차별의 피해를 입어 논란이 되고 있는... 스포츠 전문 매체 디애슬레틱은 18일(한국시간) “EPL 첼시가 토트넘과의 경기에서 손흥민을 겨냥한... 
3경기 연속 침묵 … 손흥민 평점 6.5점,"손흥민은 20일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열린 2022-2023시즌 잉글랜드 프리미어리그... 손흥민은 개막 후 3경기 연속 골을 넣지 못했다. 전반 10분 프리킥이 옆 그물에 꽂혔지만, 슈팅으로... "
"시즌 첫 '코리안 더비' 무산, 손흥민-황희찬 교차 출전… 토트넘 1-0 승","토트넘 홋스퍼에서 선발 출장한 손흥민은 76분을 소화한 뒤 교체됐고, 울버햄튼 원더러스 소속 황희찬은... 우선 손흥민이 선발로 나섰다. 손흥민은 76분을 뛰며 세 차례 슛을 시도했고, 골대를 맞추는 슛을 한 차례... "
"토트넘 손흥민 울버햄튼전 선발, 황희찬은 벤치 출발",20일 2022~23시즌 EPL 3라운드 토트넘 스타팅11 발표...손흥민 케인 쿨루셉스키 '삼각편대' 가동 잉글랜드 프로축구 프리미어리그(EPL)에서 활약하고 있는 한국 국가대표 손흥민(30·토트넘)이 황희찬(26·울버햄튼)의... 
손흥민 동료에서 김민재 동료로…은돔벨레 나폴리행 임박,이로써 은돔벨레는 손흥민에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐다. 나폴리는 오는 21일 AC 몬차를 상대로 2022-2023시즌 세리에A 첫 홈 경기를 치른다.
"'손흥민 향해 눈 찢은 인종차별' 첼시, 강력 처벌 나섰다", 첼시가 손흥민(토트넘)에게 인종차별을 한 팬에게 강력한 처벌을 내릴 예정이다. 첼시는 19일(이하... 지난 15일 열린 첼시와 토트넘 경기서 손흥민이 코너킥을 차기 위해 이동했을 때 일부 첼시 팬이 눈을 찢는 등... 
"'혐오의 눈찢는 제스쳐 등장' 손흥민, 첼시전 인종차별 당해",손흥민이 첼시와의 경기를 치르는 도중 인종차별을 당했다. 토트넘 훗스퍼는 15일(이하 한국시간) 영국... 선발 출장한 손흥민은 후반 34분 교체되기 전까지 경기장 곳곳을 누비면서 최선을 다하는 경기를 보여줬다. 이번... 
"손흥민, 황희찬에 판정승, 토트넘-울버햄튼 1-0 승",연합뉴스 손흥민이 2022-2023시즌 잉글랜드 프로축구 프리미어리그(EPL) 개막 이후 3경기째 득점포 침묵을 지켰지만 소속팀 토트넘은 황희찬(26)이 교체 출전한 울버햄프턴에 1-0 승리를 거뒀다. 기대했던 손흥민과... 
"손흥민의 토트넘, 수비수 우도지 영입","기사내용 요약 이번 시즌 우디네세로 임대 손흥민(30)의 소속팀 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼가 데스티니 우도지(20)를 영입했다. 토트넘은 17일(한국시간) 구단 홈페이지를 통해 ""우디지의... "
"손흥민 향해 '눈 찢어'…첼시 구단 ""가해 팬, 강력 조치""",잉글랜드 프리미어리그(EPL)의 첼시가 토트넘전에서 축구선수 손흥민(30)을 겨냥해 눈을 양 옆을 찢는... 이 경기 이후 SNS 등을 통해 관중석에서 상의를 벗은 한 남성이 손흥민을 향해 두 눈을 양 옆으로 찢는 행동을 한... 
"첼시, “토트넘전에서 손흥민 인종차별 당했을 가능성 있어···조사 착수”",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민(30)을 향한 인종차별이 이뤄졌을... 이 매체는 지난 14일 영국 런던의 스탬퍼드 브리지에서 열린 2022~2023 EPL 2라운드 첼시와 토트넘의 경기 후반 손흥민... 
"[리뷰] '손흥민 76분' 토트넘, 울버햄턴전 1-0 승리… 황희찬은 13분 활약","토트넘은 '에이스' 손흥민이 선발 출전하며 케인, 데얀 쿨루셉스키와 공격 조합을 구성했다. 이밖에는... 전반 9분 손흥민이 좋은 위치에서 프리킥을 획득했다. 경기장 왼쪽에서 공을 잘 간수하며 콜린스의 푸싱 파울을... "
"'수비 논란의 역습' 토트넘 레전드의 일침 ""손흥민 잘못없다. 토트넘 수비 시...","'손흥민의 수비는 문제없다.' 영국 풋볼 인사이더는 18일(이하 한국시각) '첼시 칼리두 쿨리발리의 개막 골에 손흥민의 수비는 잘못이 없다. 단지, 토트넘의 수비 시스템에 문제가 있을 뿐'이라고 주장했다. 토트넘 전 골키퍼... "
"손흥민 vs 메시 불발 유력...벤투호, 9월에 도대체 누구랑 붙나","프리미어리그(EPL) 득점왕인 손흥민(토트넘)과 세계 최고의 선수인 리오넬 메시(파리 생제르맹)의 맞대결이... 최근에 있었던 동아시안컵에 손흥민, 김민재(나폴리) 같은 주축 선수들이 참가하지 못했다고 해도 벤투호는... "
"[오피셜] 손흥민 향해 인종 차별한 첼시 팬, 영구 출입 금지",첼시가 손흥민(토트넘 홋스퍼)을 향해 인종차별 행위를 한 팬에게 철퇴를 내렸다. 첼시는 20일(한국시간) 공식... 인종차별 대상이 된 건 손흥민. 토트넘의 전담 키커인 손흥민은 코너킥을 차기 위해 그라운드 구석으로... 
"손흥민 침묵, 케인 극장골",토트넘 홋스퍼의 손흥민이 14일(현지시간) 영국 런던의 스탬퍼드 브리지에서 열린 2022-23 잉글랜드 프리미어리그(EPL) 2라운드 첼시와의 경기에 선발 출전해 공을 다투고 있다. 손흥민은 침묵했고 토트넘은 해리... 
"‘케인 EPL 단일팀 최다골!’ 토트넘, 울버햄튼전 1-0 승...‘손흥민 76분+황...","손흥민-해리 케인-데얀 쿨루셉스키, 이반 페리시치-피에르 에밀 호이비에르-로드리고 벤탄쿠르-에메르송... 후반 19분 코너킥 상황에서 손흥민의 크로스가 페리시치 거쳐 골문 앞 케인에게 향하며 선제골을 터트렸다.... "
"""처벌 수위 높여야""...손흥민 인종차별에 뿔난 서경덕 교수","대한민국 최고의 축구 선수 손흥민이 인종차별을 당하자 성신여자대학교의 서경덕 교수가 재발방지를 위해 움직였다. 서경덕 교수는 19일(한국시간) 인스타그램을 통해 ""손흥민 선수가 잉글랜드 프리미어리그(EPL) 경기... "
"""토트넘과 콘테, '손흥민 문제' 해결해야"" (英 매체)","영국 현지 매체가 히샬리송의 존재가 '손흥민 문제'를 해결할 수 있다고 주장했다. 영국 '풋볼 런던'은 17일(이하 한국시간) ""안토니오 콘테 감독은 '손흥민 문제(Son Heung-min problem)'를 해결하기 위해 포메이션 변화를... "
"서경덕 교수 ""손흥민 인종차별, 강력히 처벌해야""",손흥민(토트넘 핫스퍼)이 잉글랜드 프리미어리그(EPL) 경기 중 또다시 인종차별의 피해를 입어 큰 논란이 되고 있다. 트위터에 돌도 있는 손흥민 인종차별 사진 캡쳐 사진=서경덕 교수 제공 스포츠 전문 매체... 
"'손흥민 선발-황희찬 벤치', 토트넘-울버햄튼 라인업 발표","토트넘엔 손흥민, 울버햄튼엔 황희찬이 있다. 양 팀은 경기 시작 한 시간을 앞두고 선발 라인업을 발표했다. 토트넘은 손흥민을 비롯해 해리 케인, 데얀 쿨루셉스키, 이반 페리시치, 피에르-에밀 호이비에르, 로드리고... "
"[EPL현장인터뷰]'찬스 무산' 손흥민의 반성 ""누구보다 내가 가장 아쉽다. 결정...",손흥민(토트넘)이 찬스를 놓친 것에 대해 아쉬워했다. 토트넘은 20일 오후 영국 런던 토트넘 홋스퍼 스타디움에서 열린 울버햄턴과의 2022~2023시즌 잉글랜드 프리미어리그(EPL) 3라운드 경기에서 1대0으로 승리했다. 손흥민은... 
"손흥민-황희찬 ‘코리안 더비’, 누가 먼저 EPL 시즌 1호골 터트릴까",손흥민(30·토트넘)과 황희찬(26·울버햄프턴)이 ‘불타는 토요일 밤에’ 시즌 1호골 경쟁을 벌인다. 누가 먼저 첫골을 터뜨리며 웃게 될까. 손흥민의 소속팀인 토트넘과 황희찬이 몸담고 있는 울버햄프턴은 오는 20일... 
